"OTU","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"taxID1796622","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Extibacter","Extibacter_muris"
"taxID2292348","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Eisenbergiella","Eisenbergiella_sp._OF01-20"
"taxID2763052","Bacteria","Firmicutes","Clostridia","Eubacteriales","unclassified","Lawsonibacter","Lawsonibacter_sp._NSJ-52"
"taxID69824","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Erysipelatoclostridium","[Clostridium]_cocleatum"
"taxID1285585","Bacteria","Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Megasphaera","Megasphaera_sp._BL7"
"taxID1590","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactiplantibacillus","Lactiplantibacillus_plantarum"
"taxID85698","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Achromobacter","Achromobacter_xylosoxidans"
"taxID1310","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus_sobrinus"
"taxID1852371","Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Raoultibacter","Raoultibacter_massiliensis"
"taxID2070686","Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Enteroscipio","Enteroscipio_rubneri"
"taxID2137880","Bacteria","Candidatus Melainabacteria","unclassified","Candidatus Gastranaerophilales","unclassified","unclassified","Candidatus_Gastranaerophilales_bacterium"
"taxID2721101","Bacteria","Firmicutes","Clostridia","unclassified","unclassified","Candidatus_Heritagella","Candidatus_Heritagella_intestinalis"
"taxID2721145","Bacteria","Firmicutes","Clostridia","unclassified","unclassified","Candidatus_Pseudobutyricicoccus","Candidatus_Pseudobutyricicoccus_lothianensis"
"taxID1505","Bacteria","Firmicutes","Clostridia","Eubacteriales","Peptostreptococcaceae","Paeniclostridium","Paeniclostridium_sordellii"
"taxID1561","Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium_baratii"
"taxID158787","Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium_scardovii"
"taxID1507512","Bacteria","Firmicutes","Clostridia","Eubacteriales","Peptostreptococcaceae","Romboutsia","Romboutsia_hominis"
"taxID1511761","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Leuconostoc","Leuconostoc_suionicum"
"taxID546","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Citrobacter","Citrobacter_freundii"
"taxID1605","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Ligilactobacillus","Ligilactobacillus_animalis"
"taxID2124","Bacteria","Tenericutes","unclassified","Mycoplasmoidales","Metamycoplasmataceae","Metamycoplasma","Metamycoplasma_salivarium"
"taxID43768","Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium_matruchotii"
"taxID111015","Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces","Actinomyces_radicidentis"
"taxID161879","Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium_kroppenstedtii"
"taxID555313","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola_abscessus"
"taxID1673722","Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces","Actinomyces_ihuae"
"taxID2479840","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella_marseillensis"
"taxID45254","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Dysgonomonas","Dysgonomonas_capnocytophagoides"
"taxID61652","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia","Serratia_rubidaea"
"taxID2292211","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella","Collinsella_sp._AF08-23"
"taxID2041044","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae","Eubacterium","Eubacterium_maltosivorans"
"taxID2582419","Bacteria","Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Dialister","Dialister_hominis"
"taxID187979","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Selenomonadaceae","Mitsuokella","Mitsuokella_jalaludinii"
"taxID1585974","Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Beduini","Beduini_massiliensis"
"taxID2292206","Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium_sp._AF27-2AA"
"taxID2585119","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Alistipes_dispar"
"taxID105612","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Dellaglioa","Dellaglioa_algida"
"taxID35703","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Citrobacter","Citrobacter_amalonaticus"
"taxID57732","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus_asini"
"taxID1970790","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Limosilactobacillus","[Lactobacillus]_timonensis"
"taxID2291323","Bacteria","Firmicutes","Bacilli","Lactobacillales","unclassified","unclassified","Lactobacillaceae_bacterium"
"taxID2584949","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","Enterobacter_sp._DE0047"
"taxID2741","Bacteria","Firmicutes","Clostridia","Eubacteriales","Peptococcaceae","Peptococcus","Peptococcus_niger"
"taxID1414721","Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium_jeddahense"
"taxID1852381","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Sutterellaceae","Duodenibacillus","Duodenibacillus_massiliensis"
"taxID2045301","Bacteria","Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Megasphaera","'Megasphaera_vaginalis'_Bordigoni_et_al._2020"
"taxID2292363","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Parabacteroides_sp._TM07-1AC"
"taxID1509","Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium_sporogenes"
"taxID1527","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Anaerocolumna","Anaerocolumna_aminovalerica"
"taxID35841","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Caldibacillus","Caldibacillus_thermoamylovorans"
"taxID539","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Eikenella","Eikenella_corrodens"
"taxID648","Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Aeromonas","Aeromonas_caviae"
"taxID28113","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_heparinolyticus"
"taxID135080","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Selenomonadaceae","Selenomonas","Selenomonas_flueggei"
"taxID712359","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia","Leptotrichia_sp._oral_taxon_215"
"taxID2663009","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","Fusobacterium_pseudoperiodonticum"
"taxID168384","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Marvinbryantia","Marvinbryantia_formatexigens"
"taxID626937","Bacteria","Firmicutes","Clostridia","Eubacteriales","Christensenellaceae","Christensenella","Christensenella_minuta"
"taxID871324","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_stercorirosoris"
"taxID1288121","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Alistipes_senegalensis"
"taxID1849041","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Harryflintia","Harryflintia_acetispora"
"taxID1879010","Bacteria","Firmicutes","unclassified","unclassified","unclassified","unclassified","Firmicutes_bacterium"
"taxID1903720","Bacteria","Firmicutes","Bacilli","unclassified","unclassified","unclassified","Bacilli_bacterium"
"taxID1913988","Bacteria","Proteobacteria","Alphaproteobacteria","unclassified","unclassified","unclassified","Alphaproteobacteria_bacterium"
"taxID2053569","Bacteria","Lentisphaerae","Lentisphaeria","unclassified","unclassified","unclassified","Lentisphaeria_bacterium"
"taxID2212467","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","unclassified","Bacteroidaceae_bacterium"
"taxID2606708","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales Family XIII. Incertae Sedis","Mogibacterium","Mogibacterium_kristiansenii"
"taxID2720829","Bacteria","Firmicutes","Clostridia","unclassified","unclassified","Candidatus_Avispirillum","Candidatus_Avispirillum_faecium"
"taxID2721134","Bacteria","Firmicutes","Clostridia","unclassified","unclassified","Candidatus_Metaruminococcus","Candidatus_Metaruminococcus_gallistercoris"
"taxID2721140","Bacteria","Firmicutes","Clostridia","unclassified","unclassified","Candidatus_Parachristensenella","Candidatus_Parachristensenella_avicola"
"taxID2721142","Bacteria","Firmicutes","Clostridia","unclassified","unclassified","Candidatus_Paralachnospira","Candidatus_Paralachnospira_caecorum"
"taxID2721157","Bacteria","Firmicutes","Clostridia","unclassified","unclassified","Candidatus_Woodwardibium","Candidatus_Woodwardibium_gallinarum"
"taxID2751","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Carnobacterium","Carnobacterium_maltaromaticum"
"taxID35787","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Limosilactobacillus","Limosilactobacillus_pontis"
"taxID1780378","Bacteria","Firmicutes","Clostridia","Eubacteriales","unclassified","unclassified","Clostridiales_bacterium_CHKCI001"
"taxID1805471","Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium_sp._Marseille-P2415"
"taxID1965570","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Anaeromassilibacillus","Anaeromassilibacillus_sp._An172"
"taxID2766537","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Caproicibacterium","Caproicibacterium_amylolyticum"
"taxID1965560","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Lachnoclostridium","Lachnoclostridium_sp._An138"
"taxID2293138","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Roseburia","Roseburia_sp._AM59-24XD"
"taxID160453","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus_gilvus"
"taxID176291","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Paucilactobacillus","Paucilactobacillus_vaccinostercus"
"taxID264463","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Anaerosporobacter","Anaerosporobacter_mobilis"
"taxID1325934","Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces","Actinomyces_polynesiensis"
"taxID2025493","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Blautia","Blautia_hominis"
"taxID2486011","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lacticaseibacillus","Lacticaseibacillus_suibinensis"
"taxID1926283","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Lachnoclostridium","Lachnoclostridium_edouardi"
"taxID2763664","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Jutongia","Jutongia_hominis"
"taxID204","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","Campylobacter_showae"
"taxID1541","Bacteria","Firmicutes","Clostridia","Eubacteriales","Peptostreptococcaceae","Terrisporobacter","Terrisporobacter_mayombei"
"taxID2721149","Bacteria","Firmicutes","Clostridia","unclassified","unclassified","Candidatus_Pseudoruminococcus","Candidatus_Pseudoruminococcus_merdavium"
"taxID28125","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella_bivia"
"taxID1287640","Bacteria","Firmicutes","Tissierellia","Tissierellales","Peptoniphilaceae","Anaerococcus","Anaerococcus_obesiensis"
"taxID626929","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_clarus"
"taxID119219","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Cupriavidus","Cupriavidus_metallidurans"
"taxID1197717","Bacteria","Synergistetes","Synergistia","Synergistales","Synergistaceae","Cloacibacillus","Cloacibacillus_porcorum"
"taxID1903263","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Traorella","Traorella_massiliensis"
"taxID2292272","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","unclassified","Lachnospiraceae_bacterium_OM04-12BH"
"taxID2721128","Bacteria","Firmicutes","Clostridia","unclassified","unclassified","Candidatus_Heteroclostridium","Candidatus_Heteroclostridium_caecigallinarum"
"taxID2721137","Bacteria","Firmicutes","Clostridia","unclassified","unclassified","Candidatus_Neochristensenella","Candidatus_Neochristensenella_gallicola"
"taxID2121","Bacteria","Tenericutes","unclassified","Mycoplasmoidales","Metamycoplasmataceae","Metamycoplasma","Metamycoplasma_orale"
"taxID1583331","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","Porphyromonas_pasteri"
"taxID109790","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus_jensenii"
"taxID2304578","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Turicibacteraceae","Turicibacter","Turicibacter_sp._TS3"
"taxID1019","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Capnocytophaga","Capnocytophaga_sputigena"
"taxID1334","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus_dysgalactiae"
"taxID1364","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","Lactococcus_piscium"
"taxID2748","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Carnobacterium","Carnobacterium_divergens"
"taxID28129","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella_denticola"
"taxID28447","Bacteria","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Clavibacter","Clavibacter_michiganensis"
"taxID33964","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Leuconostoc","Leuconostoc_citreum"
"taxID33968","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Leuconostoc","Leuconostoc_pseudomesenteroides"
"taxID709323","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Fructobacillus","Fructobacillus_tropaeoli"
"taxID1070421","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Periweissella","Periweissella_fabalis"
"taxID2749962","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","Lactococcus_paracarnosus"
